City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,adigrat,14.277,39.462,54.93,49,58,2.73,ET,1729130414
280,shakawe,-18.3667,21.85,72.19,53,5,7.83,BW,1729130415
281,salalah,17.0151,54.0924,78.62,88,100,4.45,OM,1729130418
282,hami,42.8,93.45,61.16,30,99,6.91,CN,1729130419
283,margate,51.3813,1.3862,60.87,91,100,10.33,GB,1729130187
284,antonio enes,-16.2325,39.9086,73.6,78,95,14.34,MZ,1729130421
285,krasnik,50.9236,22.2271,39.52,72,12,10.6,PL,1729130334
286,acapulco de juarez,16.8634,-99.8901,76.6,86,31,7.99,MX,1729130192
287,goundam,16.4145,-3.6708,92.23,21,58,5.21,ML,1729130424
288,zhanaozen,43.3,52.8,50.09,34,91,15.17,KZ,1729130425
289,rio grande,-32.035,-52.0986,59.81,89,0,8.39,BR,1729130426
290,enewetak,11.3474,162.3373,83.82,76,100,16.33,MH,1729130427
291,xiaoweizhai,26.1903,107.5125,71.02,87,94,7.83,CN,1729130428
292,aasiaat,68.7098,-52.8699,11.57,82,7,9.48,GL,1729130429
293,durant,33.994,-96.3708,53.04,40,0,0.0,US,1729130431
294,paita,-5.0892,-81.1144,63.7,85,14,10.63,PE,1729130147
295,san patricio,28.017,-97.5169,69.75,59,6,14.18,US,1729130433
296,tshela,-4.9833,12.9333,73.08,96,100,2.04,CD,1729130434
297,forster,-32.1667,152.5167,69.39,80,0,9.31,AU,1729130435
298,rongelap,11.1635,166.8941,83.3,77,100,11.86,MH,1729130436
299,okhotsk,59.3833,143.3,27.41,41,95,24.72,RU,1729130437
300,villa bruzual,9.3328,-69.1208,77.59,83,100,1.28,VE,1729130438
301,tyuratam,45.6507,63.3156,40.66,73,60,4.52,KZ,1729130439
302,cidade velha,14.9167,-23.6167,79.27,83,75,9.22,CV,1729130440
303,mirny,62.5353,113.9611,9.14,77,95,7.7,RU,1729130441
304,akobo,7.4344,3.9497,71.65,98,100,2.48,NG,1729130442
305,richlands,37.0932,-81.7937,33.21,78,5,2.28,US,1729130443
306,champerico,14.3,-91.9167,81.46,75,0,2.53,GT,1729130444
307,darnah,32.767,22.6367,70.77,73,0,6.04,LY,1729130446
308,gadzhiyevo,69.2551,33.3362,34.7,92,65,11.21,RU,1729130448
309,port mathurin,-19.6833,63.4167,73.6,79,98,10.78,MU,1729130450
310,nueva guinea,11.6876,-84.4562,74.32,93,97,3.67,NI,1729130451
311,nueva concepcion,14.2,-91.3,76.46,91,14,2.95,GT,1729130452
312,haapsalu,58.9431,23.5414,47.01,90,100,12.8,EE,1729130454
313,puerto ayacucho,5.6639,-67.6236,75.99,90,23,4.14,VE,1729130455
314,al qubbah,32.7616,22.2424,60.01,87,0,5.7,LY,1729130457
315,pemba,-12.974,40.5178,77.7,94,75,15.59,MZ,1729130458
316,copala,16.65,-98.9833,78.8,89,35,6.62,MX,1729130459
317,alaghsas,17.0187,8.0168,84.24,14,7,7.29,NE,1729130460
318,nanning,22.8167,108.3167,77.45,69,43,9.04,CN,1729130462
319,el sauzal de rodriguez,31.9,-116.6833,63.41,80,7,3.87,MX,1729130463
320,lorengau,-2.0226,147.2712,85.64,69,64,3.76,PG,1729130464
321,bamboo flat,11.7,92.7167,80.69,89,40,2.3,IN,1729130465
322,utrik,11.2278,169.8474,83.55,77,95,14.23,MH,1729130467
323,omutinskiy,56.4745,67.6709,29.03,84,5,6.51,RU,1729130468
324,west island,-12.1568,96.8225,80.58,78,20,12.66,CC,1729130469
325,hanamaki,39.3833,141.1167,59.2,88,20,1.14,JP,1729130470
326,la sarre,48.8002,-79.1996,35.73,69,33,7.07,CA,1729130342
327,castillos,-34.1667,-53.8333,50.61,98,8,4.03,UY,1729130472
328,boyolangu,-8.1181,111.8935,82.85,53,100,9.75,ID,1729130473
329,al kharj,24.155,47.3346,73.98,28,13,2.57,SA,1729130474
330,paredon,16.0333,-93.8667,80.46,72,1,14.0,MX,1729130476
331,morondava,-20.2833,44.2833,71.96,62,64,9.24,MG,1729130477
332,isangel,-19.55,169.2667,82.51,65,75,13.8,VU,1729130478
333,ihosy,-22.4,46.1167,59.27,86,72,7.87,MG,1729130479
334,sakaiminato,35.55,133.2333,75.18,78,40,12.66,JP,1729130480
335,kununurra,-15.7667,128.7333,93.18,49,1,4.61,AU,1729130481
336,dakhla,23.6848,-15.958,70.29,93,100,13.51,EH,1729130482
337,domene,45.2034,5.8391,68.43,100,99,3.2,FR,1729130483
338,monkey bay,-14.0728,34.9201,70.61,77,86,16.51,MW,1729130484
339,quezon,7.7303,125.0989,84.36,68,74,1.86,PH,1729130487
340,swakopmund,-22.6833,14.5333,54.99,84,1,1.01,NA,1729130488
341,arta,39.1606,20.9853,67.69,59,71,5.39,GR,1729130490
342,pauini,-7.7136,-66.9764,74.44,77,100,1.52,BR,1729130491
343,kayangel,8.0823,134.7173,84.96,71,59,7.16,PW,1729130493
344,vilyuysk,63.7553,121.6247,20.12,88,100,7.14,RU,1729130494
345,minas de marcona,-15.2119,-75.1103,55.33,82,22,10.4,PE,1729130496
346,fort riley north,39.1108,-96.8139,48.81,45,0,10.45,US,1729130498
347,hadithah,34.1397,42.3781,77.94,32,0,5.77,IQ,1729130499
348,puerto baquerizo moreno,-0.9,-89.6,69.24,86,90,12.08,EC,1729130500
349,tromso,69.6496,18.957,48.22,71,75,13.8,NO,1729130501
350,enoch,37.7733,-113.0244,63.14,34,84,1.99,US,1729130502
351,hilo,19.7297,-155.09,81.95,71,71,8.5,US,1729130504
352,sovetskaya gavan',48.9723,140.2878,50.16,37,8,11.74,RU,1729130408
353,san luis de la loma,17.2706,-100.8939,80.38,88,100,5.55,MX,1729130506
354,vilyuchinsk,52.9306,158.4028,48.47,64,66,10.29,RU,1729130507
355,gaigeturi,33.4644,126.3183,73.45,78,75,19.57,KR,1729130508
356,tataouine,32.9297,10.4518,72.48,58,16,3.42,TN,1729130509
357,parambu,-6.2111,-40.6944,80.29,50,93,4.25,BR,1729130510
358,vernon,50.2581,-119.2691,53.13,41,100,5.01,CA,1729130511
359,altamont,42.2068,-121.7372,49.89,76,5,5.99,US,1729130512
360,seven pagodas,12.6264,80.1722,79.59,82,89,7.27,IN,1729130513
361,egilsstadir,65.2653,-14.3948,33.71,100,100,3.44,IS,1729130514
362,kyjov,49.0102,17.1225,51.57,71,14,17.45,CZ,1729130382
363,kristiansund,63.1115,7.732,59.65,41,100,9.22,NO,1729130516
364,rada tilly,-45.9333,-67.5333,48.69,87,0,5.75,AR,1729130517
365,lib,8.3122,167.3766,82.83,74,100,17.25,MH,1729130519
366,bac lieu,9.285,105.7244,79.92,85,100,1.07,VN,1729130520
367,murashi,59.3999,48.9615,38.01,90,100,1.77,RU,1729130521
368,novoorsk,51.381,58.9813,35.42,45,100,6.87,RU,1729130522
369,slave lake,55.2834,-114.769,46.38,87,100,8.05,CA,1729130328
370,kendari,-3.945,122.4989,87.98,52,100,2.3,ID,1729130524
371,apolinario saravia,-24.4328,-63.9954,77.41,75,87,5.26,AR,1729130525
372,itarantim,-15.6597,-40.0656,70.68,96,100,2.91,BR,1729130526
373,rach gia,10.0167,105.0833,81.64,78,100,3.62,VN,1729130527
374,san antonio de pale,-1.4014,5.6325,76.57,83,100,13.76,GQ,1729130528
375,pingxiang,27.6167,113.85,76.5,77,94,3.47,CN,1729130529
376,saint-felix-de-valois,46.1668,-73.4324,34.05,86,4,5.01,CA,1729130530
377,pariaman,-0.619,100.12,82.45,71,100,0.83,ID,1729130531
378,pacific grove,36.6177,-121.9166,63.43,89,0,1.01,US,1729130532
379,wewak,-3.5534,143.6268,87.31,60,37,4.7,PG,1729130534
380,uturoa,-16.7333,-151.4333,77.54,70,7,3.74,PF,1729130536
381,thinadhoo,0.5333,72.9333,83.01,76,40,15.17,MV,1729130537
382,vorgashor,67.5833,63.95,31.21,98,100,13.91,RU,1729130538
383,gizo,-8.103,156.8419,83.84,76,85,8.88,SB,1729130539
384,rengasdengklok,-6.1592,107.2981,87.93,54,97,0.38,ID,1729130533
385,banda aceh,5.5577,95.3222,82.69,75,100,11.72,ID,1729130541
386,lobito,-12.3481,13.5456,75.02,78,98,5.5,AO,1729130542
387,colonia,50.9333,6.95,60.94,80,0,14.97,DE,1729130357
388,colonia menno,-22.3667,-59.8167,87.76,41,96,8.75,PY,1729130544
389,port-gentil,-0.7193,8.7815,77.9,82,100,11.92,GA,1729130546
390,mhamid,29.82,-5.72,74.25,43,100,6.64,MA,1729130548
391,zharkent,44.1628,80.0,40.05,94,100,5.14,KZ,1729130549
392,george town,5.4112,100.3354,85.95,87,20,2.3,MY,1729130493
393,khilok,51.3674,110.4676,32.41,60,100,13.89,RU,1729130551
394,madras,13.0878,80.2785,81.23,93,40,4.0,IN,1729130378
395,onchan,54.1733,-4.4532,55.9,96,100,9.66,IM,1729130553
396,luderitz,-26.6481,15.1594,53.96,94,0,8.05,NA,1729130554
397,pont rouge,48.8833,-72.0825,34.63,78,15,6.76,CA,1729130556
398,ostersund,63.1792,14.6357,43.25,77,40,18.41,SE,1729130557
399,bowral,-34.4667,150.4167,73.09,35,9,4.76,AU,1729130559
400,cockburn town,21.4612,-71.1419,84.79,69,10,18.86,TC,1729130560
401,lucapa,-8.4192,20.7447,64.99,97,100,1.88,AO,1729130561
402,nagqu,31.5,92.0,38.35,33,100,15.55,CN,1729130562
403,kiruna,67.8557,20.2251,32.92,93,100,6.91,SE,1729130563
404,bonnyville,54.2668,-110.735,44.19,77,95,7.74,CA,1729130564
405,carahue,-38.7,-73.1667,53.29,96,100,2.89,CL,1729130565
406,north bend,43.4065,-124.2243,59.25,100,75,4.61,US,1729130566
407,luanda,-8.8368,13.2343,75.2,88,75,5.75,AO,1729130442
408,masvingo,-20.0637,30.8277,53.13,80,23,6.46,ZW,1729130568
409,lerwick,60.1545,-1.1494,52.74,98,100,21.92,GB,1729130570
410,opuwo,-18.0607,13.84,65.66,41,18,4.65,NA,1729130571
411,zagora,30.3484,-5.8365,71.71,50,100,5.32,MA,1729130572
412,guider,9.9342,13.9486,74.95,75,100,2.55,CM,1729130573
413,sao felix do xingu,-6.6447,-51.995,72.1,91,14,0.98,BR,1729130548
414,kamoke,31.9744,74.2244,70.21,55,0,6.87,PK,1729130575
415,nea alikarnassos,35.3333,25.1667,71.28,68,20,18.41,GR,1729130576
416,san pedro,14.35,121.0167,86.32,76,75,5.75,PH,1729130282
417,tralee,52.2704,-9.7026,53.94,92,74,4.92,IE,1729130578
418,bridgewater,44.3835,-64.5155,44.28,84,24,18.41,CA,1729130579
419,la'ie,21.6477,-157.9253,83.05,69,46,8.99,US,1729130580
420,murmashi,68.8154,32.8115,34.21,100,75,2.24,RU,1729130581
421,bra,44.703,7.8556,57.61,97,100,3.58,IT,1729130582
422,smithers,54.7804,-127.1743,46.72,57,75,3.44,CA,1729130584
423,polyarnyy,69.1989,33.4478,35.08,91,70,10.67,RU,1729130585
424,cidreira,-30.1811,-50.2056,62.55,83,0,2.91,BR,1729130586
425,katsuren-haebaru,26.3369,127.8719,86.4,76,75,8.05,JP,1729130587
426,lazaro cardenas,17.9583,-102.2,79.79,88,19,2.64,MX,1729130588
427,debark',13.1561,37.8981,50.88,73,20,3.67,ET,1729130589
428,afif,23.9065,42.9172,69.3,25,3,7.43,SA,1729130590
429,zouerate,22.7187,-12.4521,83.23,26,98,10.78,MR,1729130591
430,jega,12.2175,4.3792,80.96,59,71,6.53,NG,1729130592
431,kismayo,-0.3582,42.5454,77.58,81,11,14.0,SO,1729130593
432,mikuni,36.2171,136.1519,70.83,78,69,12.84,JP,1729130594
433,bushehr,28.9684,50.8385,71.69,78,0,0.0,IR,1729130595
434,khash,28.2211,61.2158,62.6,26,0,1.97,IR,1729130597
435,richfield,44.8833,-93.283,53.85,37,20,13.8,US,1729130598
436,chibougamau,49.9168,-74.3659,35.22,87,20,5.75,CA,1729130529
437,waingapu,-9.6567,120.2641,86.81,58,13,6.96,ID,1729130600
438,kourou,5.1552,-52.6478,79.27,83,74,5.26,GF,1729130601
439,jwaneng,-24.6004,24.7303,59.41,65,47,16.2,BW,1729130602
440,murghob,38.1702,73.9667,29.64,48,2,8.34,TJ,1729130603
441,guinticgan,11.5641,123.1236,84.33,73,92,8.5,PH,1729130604
442,almeirim,-1.5233,-52.5817,79.34,67,50,3.02,BR,1729130605
443,tsiombe,-25.3,45.4833,62.58,62,100,7.92,MG,1729130606
444,parapat,2.663,98.9349,73.17,83,98,1.81,ID,1729130607
445,aqadyr,48.2553,72.8483,33.51,80,12,4.56,KZ,1729130608
446,saint-louis,16.3333,-15.0,78.8,74,100,7.76,SN,1729130609
447,bengkulu,-3.8004,102.2655,81.5,71,100,6.11,ID,1729130498
448,lijiang,26.8688,100.2207,55.96,74,2,2.84,CN,1729130612
449,maputo,-25.9653,32.5892,61.23,77,20,5.99,MZ,1729130577
450,vadso,70.0744,29.7487,33.96,93,100,4.61,NO,1729130614
451,kongsvinger,60.1905,11.9977,36.99,98,70,4.38,NO,1729130615
452,ambon,-3.6954,128.1814,86.14,74,40,4.61,ID,1729130616
453,taksimo,56.3444,114.8794,25.9,81,100,3.6,RU,1729130617
454,saint-philippe,-21.3585,55.7679,72.61,81,35,5.08,RE,1729130618
455,illizi,26.4833,8.4667,81.79,26,8,9.82,DZ,1729130619
456,valozhyn,54.0909,26.5225,36.1,85,9,1.16,BY,1729130620
457,gao,16.6362,1.637,88.05,19,4,5.32,ML,1729130533
458,puerto cortez,15.8333,-87.95,78.1,85,6,5.21,HN,1729130622
459,batroun,34.2553,35.6581,73.53,74,51,12.01,LB,1729130624
460,gwanda,-20.9333,29.0,53.76,83,0,6.76,ZW,1729130625
461,portland,45.5234,-122.6762,57.18,72,0,3.44,US,1729130626
462,kutum,14.2,24.6667,76.19,29,44,6.29,SD,1729130627
463,albertina,-22.2008,-46.6158,65.59,85,94,5.35,BR,1729130629
464,olyokminsk,60.3736,120.4264,19.09,83,100,12.46,RU,1729130630
465,nelidovo,56.2211,32.7774,37.65,88,99,2.8,RU,1729130631
466,goroka,-6.0834,145.3873,74.88,71,50,4.68,PG,1729130632
467,kamina,-8.7386,24.9906,66.94,90,99,3.22,CD,1729130633
468,envira,-7.3,-70.2167,78.62,64,66,2.51,BR,1729130581
469,timbuktu,16.7735,-3.0074,91.45,20,4,7.18,ML,1729130637
470,tarinkot,32.6268,65.8733,61.72,23,0,4.21,AF,1729130638
471,nasiriyah,31.0521,46.261,82.53,20,6,3.02,IQ,1729130639
472,camas,37.402,-6.0331,62.04,92,42,5.01,ES,1729130640
473,marion,39.7684,-86.1555,43.34,80,6,4.99,US,1729130642
474,tirhanimine,35.2362,-3.9545,64.29,88,40,3.44,MA,1729130643
475,villa gesell,-37.2639,-56.973,53.33,97,100,16.04,AR,1729130644
476,yingkou,40.6648,122.2283,63.05,65,78,10.69,CN,1729130645
477,vertientes,21.2594,-78.1464,75.0,89,99,3.74,CU,1729130646
478,lincheng,19.9078,109.6858,82.92,75,99,10.94,CN,1729130520
479,sao vicente,-23.9631,-46.3919,72.95,26,0,5.01,BR,1729130648
480,yanam,16.7333,82.2167,79.74,93,100,6.78,IN,1729130649
481,xai-xai,-25.0519,33.6442,65.21,74,86,3.67,MZ,1729130650
482,fort st. john,56.2499,-120.8529,44.49,53,75,13.8,CA,1729130651
483,petrosino,37.7077,12.4999,71.92,80,93,20.87,IT,1729130652
484,ghat,24.9647,10.1728,79.41,23,97,4.18,LY,1729130654
485,ocean shores,46.9737,-124.1563,53.02,86,100,10.36,US,1729130655
486,sosnovka,56.255,51.2842,38.39,86,100,1.48,RU,1729130656
487,san jose del cabo,23.0589,-109.6977,83.48,61,0,3.44,MX,1729130657
488,road town,18.4167,-64.6167,84.24,74,40,9.22,VG,1729130658
489,nizhniy kuranakh,58.8353,125.4869,29.23,53,100,5.01,RU,1729130659
490,kirksville,40.1948,-92.5833,41.59,68,0,3.44,US,1729130661
491,santa sylvina,-27.8326,-61.1375,71.06,61,12,11.16,AR,1729130662
492,misratah,32.3754,15.0925,73.53,74,0,7.27,LY,1729130663
493,mount pearl,47.5166,-52.7813,44.33,92,75,13.8,CA,1729130664
494,souillac,-20.5167,57.5167,68.38,94,40,3.44,MU,1729130665
495,berezovyy,51.6667,135.7,42.44,33,1,12.1,RU,1729130666
496,mandal,25.45,74.5667,74.23,45,4,5.77,IN,1729130668
497,susanville,40.4163,-120.653,49.82,86,21,4.03,US,1729130669
498,naracoorte,-36.9579,140.7383,79.09,50,100,14.23,AU,1729130670
499,grande prairie,55.1667,-118.8027,44.78,57,75,16.11,CA,1729130466
500,antsiranana,-12.2787,49.2917,71.19,91,57,4.09,MG,1729130672
501,kyshtovka,56.555,76.6271,30.47,90,7,3.6,RU,1729130674
502,kanoya,31.3833,130.85,80.11,75,100,4.47,JP,1729130675
503,bathsheba,13.2167,-59.5167,83.01,83,20,6.91,BB,1729130676
504,kailua-kona,19.6406,-155.9956,84.56,74,40,8.05,US,1729130677
505,doba,8.65,16.85,71.28,93,87,2.15,TD,1729130679
506,villafranca tirrena,38.2401,15.4374,73.65,69,97,11.97,IT,1729130680
507,harrisonville,38.6533,-94.3488,42.58,61,0,0.0,US,1729130576
508,nakonde,-9.3421,32.745,62.85,86,84,7.52,ZM,1729130682
509,eisenach,50.9833,10.3167,53.62,78,97,4.14,DE,1729130535
510,wundanyi,-3.4019,38.364,58.86,85,28,5.46,KE,1729130684
511,idri,27.5,13.2667,70.93,42,0,7.07,LY,1729130685
512,patterson,37.4716,-121.1297,71.55,65,1,3.42,US,1729130687
513,khulm,36.6974,67.6983,57.06,30,3,1.36,AF,1729130688
514,suphan buri,14.4742,100.1222,84.45,77,17,1.59,TH,1729130689
515,sanctuary point,-35.1114,150.629,68.45,62,39,13.82,AU,1729130690
516,tateyama,34.9833,139.8667,75.92,78,31,10.94,JP,1729130691
517,okakarara,-20.5833,17.4333,65.91,21,43,7.27,NA,1729130692
518,tazacorte,28.629,-17.9293,71.15,74,20,11.99,ES,1729130694
519,chela,34.069,104.4619,49.86,71,10,1.5,CN,1729130696
520,angaur state,6.906,134.13,85.06,68,5,7.23,PW,1729130697
521,kouroussa,10.65,-9.8833,71.76,95,100,1.12,GN,1729130698
522,mar del plata,-38.0023,-57.5575,55.42,97,100,15.01,AR,1729130699
523,kiunga,-6.1219,141.2906,85.08,69,99,3.47,PG,1729130700
524,boa vista,2.8197,-60.6733,82.38,69,20,8.05,BR,1729130523
525,arawa,-6.2132,155.5367,84.25,81,100,3.6,PG,1729130702
526,porto feliz,-23.2147,-47.5239,67.17,85,13,8.16,BR,1729130703
527,piti village,13.4626,144.6933,86.05,86,84,4.79,GU,1729130704
528,qarazhal,48.0078,70.7903,35.85,77,7,2.55,KZ,1729130705
529,karratha,-20.7377,116.8463,77.76,28,0,12.39,AU,1729130707
530,luwuk,-0.9516,122.7875,84.2,60,88,6.58,ID,1729130708
531,chapeco,-27.0964,-52.6183,67.75,83,0,6.91,BR,1729130572
532,midvagur,62.0511,-7.1939,50.83,100,100,3.44,FO,1729130710
533,ridder,50.355,83.5133,35.19,80,5,3.11,KZ,1729130711
534,galesong,-5.3166,119.3661,86.5,61,100,8.34,ID,1729130712
535,galliano,29.4422,-90.2992,64.4,34,0,10.36,US,1729130713
536,pacocha,-17.5833,-71.3333,61.11,90,18,4.34,PE,1729130714
537,xilin hot,43.9667,116.0333,45.66,70,100,2.77,CN,1729130715
538,new plymouth,-39.0667,174.0833,64.81,100,100,6.08,NZ,1729130716
539,montepuez,-13.1256,38.9997,69.58,77,100,8.25,MZ,1729130717
540,beyneu,45.3167,55.2,44.64,49,84,12.62,KZ,1729130718
541,arkhara,49.4212,130.0842,41.36,45,0,6.35,RU,1729130719
542,adjumani,3.3779,31.7909,67.51,96,100,1.81,UG,1729130720
543,justo daract,-33.8594,-65.1828,72.23,53,17,17.72,AR,1729130722
544,puerto cabezas,14.0351,-83.3888,75.65,92,28,5.37,NI,1729130702
545,cukai,4.25,103.4167,82.0,78,70,5.44,MY,1729130724
546,vangaindrano,-23.35,47.6,66.13,71,100,10.07,MG,1729130725
547,lashio,22.9333,97.75,69.67,84,23,0.81,MM,1729130726
548,vila franca do campo,37.7167,-25.4333,64.89,99,100,4.27,PT,1729130727
549,puerto santa,-8.9906,-78.6456,62.17,89,17,8.28,PE,1729130729
550,dryden,49.7833,-92.7503,50.29,46,20,6.91,CA,1729130731
551,pago pago,-14.2781,-170.7025,86.99,62,75,11.5,AS,1729130732
552,inirida,3.8653,-67.9239,74.1,93,7,3.42,CO,1729130734
553,ampanihy,-24.7,44.75,58.98,63,62,10.11,MG,1729130735
554,broken hill,-31.95,141.4333,88.72,27,100,21.94,AU,1729130736
555,sohna,28.25,77.0667,73.65,47,26,3.87,IN,1729130737
556,ibshaway,29.358,30.6814,70.7,72,0,6.15,EG,1729130440
557,tarawa,1.419,172.984,87.89,74,40,8.05,KI,1729130740
558,odda,60.0691,6.5457,40.87,93,89,10.63,NO,1729130741
559,mercedes,-34.6515,-59.4307,62.78,73,80,10.09,AR,1729130742
560,auki,-8.7676,160.7034,84.09,76,99,1.48,SB,1729130743
